1	18	school=GP	sex=F	age=2	address=U	famsize=GT3	Pstatus=A	reason=course	studytime=2	failures=0	schoolsup=yes	famsup=no	activities=no	higher=yes	internet=no	romantic=no	freetime=3	health=3	absences=4
2	18	school=GP	sex=F	age=1	address=U	famsize=GT3	Pstatus=T	reason=course	studytime=2	failures=0	schoolsup=no	famsup=yes	activities=no	higher=yes	internet=yes	romantic=no	freetime=3	health=3	absences=3
3	18	school=GP	sex=F	age=1	address=U	famsize=LE3	Pstatus=T	reason=other	studytime=2	failures=3	schoolsup=yes	famsup=no	activities=no	higher=yes	internet=yes	romantic=no	freetime=3	health=3	absences=5
4	18	school=GP	sex=F	age=1	address=U	famsize=GT3	Pstatus=T	reason=home	studytime=3	failures=0	schoolsup=no	famsup=yes	activities=yes	higher=yes	internet=yes	romantic=yes	freetime=2	health=5	absences=2
5	18	school=GP	sex=F	age=1	address=U	famsize=GT3	Pstatus=T	reason=home	studytime=2	failures=0	schoolsup=no	famsup=yes	activities=no	higher=yes	internet=no	romantic=no	freetime=3	health=5	absences=3
6	18	school=GP	sex=M	age=1	address=U	famsize=LE3	Pstatus=T	reason=reputation	studytime=2	failures=0	schoolsup=no	famsup=yes	activities=yes	higher=yes	internet=yes	romantic=no	freetime=4	health=5	absences=5
7	18	school=GP	sex=M	age=1	address=U	famsize=LE3	Pstatus=T	reason=home	studytime=2	failures=0	schoolsup=no	famsup=no	activities=no	higher=yes	internet=yes	romantic=no	freetime=4	health=3	absences=1
8	18	school=GP	sex=F	age=1	address=U	famsize=GT3	Pstatus=A	reason=home	studytime=2	failures=0	schoolsup=yes	famsup=yes	activities=no	higher=yes	internet=no	romantic=no	freetime=1	health=1	absences=4
9	18	school=GP	sex=M	age=1	address=U	famsize=LE3	Pstatus=A	reason=home	studytime=2	failures=0	schoolsup=no	famsup=yes	activities=no	higher=yes	internet=yes	romantic=no	freetime=2	health=1	absences=1
10	18	school=GP	sex=M	age=1	address=U	famsize=GT3	Pstatus=T	reason=home	studytime=2	failures=0	schoolsup=no	famsup=yes	activities=yes	higher=yes	internet=yes	romantic=no	freetime=5	health=5	absences=1
11	18	school=GP	sex=F	age=1	address=U	famsize=GT3	Pstatus=T	reason=reputation	studytime=2	failures=0	schoolsup=no	famsup=yes	activities=no	higher=yes	internet=yes	romantic=no	freetime=3	health=2	absences=1
12	18	school=GP	sex=F	age=1	address=U	famsize=GT3	Pstatus=T	reason=reputation	studytime=3	failures=0	schoolsup=no	famsup=yes	activities=yes	higher=yes	internet=yes	romantic=no	freetime=2	health=4	absences=3
13	18	school=GP	sex=M	age=1	address=U	famsize=LE3	Pstatus=T	reason=course	studytime=1	failures=0	schoolsup=no	famsup=yes	activities=yes	higher=yes	internet=yes	romantic=no	freetime=3	health=5	absences=2
14	18	school=GP	sex=M	age=1	address=U	famsize=GT3	Pstatus=T	reason=course	studytime=2	failures=0	schoolsup=no	famsup=yes	activities=no	higher=yes	internet=yes	romantic=no	freetime=4	health=3	absences=2
15	18	school=GP	sex=M	age=1	address=U	famsize=GT3	Pstatus=A	reason=home	studytime=3	failures=0	schoolsup=no	famsup=yes	activities=no	higher=yes	internet=yes	romantic=yes	freetime=5	health=3	absences=1
16	18	school=GP	sex=F	age=1	address=U	famsize=GT3	Pstatus=T	reason=home	studytime=1	failures=0	schoolsup=no	famsup=yes	activities=no	higher=yes	internet=yes	romantic=no	freetime=4	health=2	absences=3
17	18	school=GP	sex=F	age=1	address=U	famsize=GT3	Pstatus=T	reason=reputation	studytime=3	failures=0	schoolsup=no	famsup=yes	activities=yes	higher=yes	internet=yes	romantic=no	freetime=2	health=2	absences=4
18	18	school=GP	sex=F	age=1	address=U	famsize=GT3	Pstatus=T	reason=reputation	studytime=2	failures=0	schoolsup=yes	famsup=yes	activities=yes	higher=yes	internet=no	romantic=no	freetime=3	health=4	absences=3
19	18	school=GP	sex=M	age=1	address=U	famsize=GT3	Pstatus=T	reason=course	studytime=1	failures=3	schoolsup=no	famsup=yes	activities=yes	higher=yes	internet=yes	romantic=no	freetime=5	health=5	absences=6
20	18	school=GP	sex=M	age=1	address=U	famsize=LE3	Pstatus=T	reason=home	studytime=1	failures=0	schoolsup=no	famsup=no	activities=yes	higher=yes	internet=yes	romantic=no	freetime=1	health=5	absences=3
21	18	school=GP	sex=M	age=1	address=U	famsize=GT3	Pstatus=T	reason=reputation	studytime=2	failures=0	schoolsup=no	famsup=no	activities=no	higher=yes	internet=yes	romantic=no	freetime=4	health=1	absences=1
22	18	school=GP	sex=M	age=1	address=U	famsize=GT3	Pstatus=T	reason=other	studytime=1	failures=0	schoolsup=no	famsup=yes	activities=no	higher=yes	internet=yes	romantic=no	freetime=4	health=5	absences=1
23	18	school=GP	sex=M	age=1	address=U	famsize=LE3	Pstatus=T	reason=course	studytime=2	failures=0	schoolsup=no	famsup=no	activities=yes	higher=yes	internet=yes	romantic=no	freetime=5	health=5	absences=2
24	18	school=GP	sex=M	age=1	address=U	famsize=LE3	Pstatus=T	reason=reputation	studytime=2	failures=0	schoolsup=no	famsup=yes	activities=yes	higher=yes	internet=yes	romantic=no	freetime=4	health=5	absences=1
25	18	school=GP	sex=F	age=1	address=R	famsize=GT3	Pstatus=T	reason=course	studytime=3	failures=0	schoolsup=yes	famsup=yes	activities=yes	higher=yes	internet=yes	romantic=no	freetime=3	health=5	absences=2
26	18	school=GP	sex=F	age=1	address=U	famsize=GT3	Pstatus=T	reason=home	studytime=1	failures=2	schoolsup=no	famsup=yes	activities=no	higher=yes	internet=yes	romantic=no	freetime=2	health=5	absences=6
27	18	school=GP	sex=M	age=1	address=U	famsize=GT3	Pstatus=T	reason=home	studytime=1	failures=0	schoolsup=no	famsup=yes	activities=no	higher=yes	internet=yes	romantic=no	freetime=2	health=5	absences=2
28	18	school=GP	sex=M	age=1	address=U	famsize=GT3	Pstatus=T	reason=other	studytime=1	failures=0	schoolsup=no	famsup=no	activities=no	higher=yes	internet=yes	romantic=no	freetime=2	health=1	absences=3
29	18	school=GP	sex=M	age=1	address=U	famsize=LE3	Pstatus=A	reason=home	studytime=2	failures=0	schoolsup=yes	famsup=yes	activities=yes	higher=yes	internet=yes	romantic=no	freetime=3	health=5	absences=3
30	18	school=GP	sex=M	age=1	address=U	famsize=GT3	Pstatus=T	reason=home	studytime=2	failures=0	schoolsup=no	famsup=yes	activities=yes	higher=yes	internet=yes	romantic=yes	freetime=4	health=5	absences=6
31	18	school=GP	sex=M	age=1	address=U	famsize=GT3	Pstatus=T	reason=home	studytime=2	failures=0	schoolsup=no	famsup=yes	activities=no	higher=yes	internet=yes	romantic=no	freetime=4	health=5	absences=1
32	18	school=GP	sex=M	age=1	address=U	famsize=GT3	Pstatus=T	reason=reputation	studytime=2	failures=0	schoolsup=no	famsup=yes	activities=yes	higher=yes	internet=yes	romantic=no	freetime=3	health=5	absences=1
33	18	school=GP	sex=M	age=1	address=R	famsize=GT3	Pstatus=T	reason=course	studytime=2	failures=0	schoolsup=no	famsup=yes	activities=yes	higher=yes	internet=yes	romantic=yes	freetime=5	health=5	absences=1
34	18	school=GP	sex=M	age=1	address=U	famsize=LE3	Pstatus=T	reason=course	studytime=2	failures=0	schoolsup=no	famsup=no	activities=yes	higher=yes	internet=yes	romantic=no	freetime=3	health=2	absences=1
35	18	school=GP	sex=M	age=1	address=U	famsize=GT3	Pstatus=T	reason=home	studytime=1	failures=0	schoolsup=no	famsup=yes	activities=no	higher=yes	internet=yes	romantic=no	freetime=4	health=5	absences=1
36	18	school=GP	sex=F	age=1	address=U	famsize=GT3	Pstatus=T	reason=other	studytime=1	failures=0	schoolsup=no	famsup=yes	activities=yes	higher=yes	internet=no	romantic=no	freetime=5	health=5	absences=1
37	18	school=GP	sex=M	age=1	address=U	famsize=LE3	Pstatus=T	reason=home	studytime=3	failures=0	schoolsup=no	famsup=yes	activities=yes	higher=yes	internet=yes	romantic=no	freetime=4	health=4	absences=2
38	18	school=GP	sex=M	age=1	address=R	famsize=GT3	Pstatus=A	reason=reputation	studytime=3	failures=0	schoolsup=no	famsup=yes	activities=yes	higher=yes	internet=yes	romantic=yes	freetime=4	health=5	absences=5
39	18	school=GP	sex=F	age=1	address=R	famsize=GT3	Pstatus=T	reason=course	studytime=3	failures=0	schoolsup=yes	famsup=yes	activities=yes	higher=yes	internet=yes	romantic=no	freetime=3	health=5	absences=2
40	18	school=GP	sex=F	age=1	address=R	famsize=GT3	Pstatus=T	reason=reputation	studytime=1	failures=0	schoolsup=yes	famsup=yes	activities=yes	higher=yes	internet=no	romantic=no	freetime=3	health=2	absences=5
41	18	school=GP	sex=F	age=1	address=U	famsize=LE3	Pstatus=T	reason=home	studytime=2	failures=1	schoolsup=no	famsup=yes	activities=yes	higher=yes	internet=yes	romantic=yes	freetime=3	health=3	absences=6
42	18	school=GP	sex=M	age=1	address=U	famsize=LE3	Pstatus=T	reason=home	studytime=1	failures=0	schoolsup=no	famsup=yes	activities=no	higher=yes	internet=yes	romantic=yes	freetime=4	health=5	absences=5
43	18	school=GP	sex=M	age=1	address=U	famsize=GT3	Pstatus=T	reason=course	studytime=2	failures=0	schoolsup=no	famsup=yes	activities=yes	higher=yes	internet=yes	romantic=no	freetime=3	health=5	absences=2
44	18	school=GP	sex=M	age=1	address=U	famsize=GT3	Pstatus=T	reason=course	studytime=1	failures=0	schoolsup=yes	famsup=yes	activities=no	higher=yes	internet=yes	romantic=no	freetime=4	health=1	absences=1
45	18	school=GP	sex=F	age=1	address=U	famsize=LE3	Pstatus=T	reason=course	studytime=2	failures=1	schoolsup=yes	famsup=no	activities=yes	higher=yes	internet=yes	romantic=no	freetime=3	health=5	absences=6
